time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code),crop,stageOfGrowth,Kc,irrigation
2010-07-17,1000.09,0.15,5.51,0.0,5.45,81.0,27.05,28.19,3.83,7448.0,0,Eggplant,InitialStage,0.45,2
2010-07-18,999.72,0.15,4.65,0.2,3.74,82.46,26.39,28.09,31.54,6491.0,0,Carrot,LateSeasonStage,0.9,3
2010-07-19,999.42,0.15,4.73,0.0,5.57,72.12,26.93,28.32,12.46,6193.0,0,Cucumber,LateSeasonStage,0.75,3
2010-07-20,998.63,0.15,5.09,0.0,4.66,73.0,26.45,28.54,7.46,6842.0,0,Cotton,MidSeasonStage,1.15,3
2010-07-21,998.62,0.15,4.88,0.6,4.98,74.04,26.32,28.25,14.04,6731.0,0,Lettuce,MidSeasonStage,1.0,3
2010-07-22,999.76,0.15,5.28,0.0,5.87,77.38,26.36,28.22,5.0,7221.0,0,Cotton,InitialStage,0.45,2
2010-07-23,1000.32,0.15,5.54,0.0,5.86,75.12,26.49,28.07,1.96,7529.0,0,Grain,LateSeasonStage,0.65,3
2010-07-24,995.16,0.15,4.95,0.5,12.95,70.0,25.35,27.25,32.75,6677.0,1,Cucumber,LateSeasonStage,0.75,3
2010-07-25,992.38,0.15,4.99,0.0,8.65,52.54,24.21,26.68,13.25,6366.0,0,Bean,InitialStage,0.35,2
2010-07-26,993.66,0.14,4.69,0.4,8.02,52.96,22.35,25.43,27.29,6182.0,0,Lentil,MidSeasonStage,1.1,3
2010-07-27,998.5,0.14,5.1,0.2,6.71,57.46,22.39,25.32,10.58,7181.0,0,Carrot,InitialStage,0.45,2
2010-07-28,1001.99,0.14,4.96,0.0,6.37,65.21,22.94,25.56,4.0,7004.0,0,Grain,InitialStage,0.35,2
2010-07-29,998.61,0.14,4.88,0.0,7.2,71.25,23.35,25.45,6.79,7196.0,0,Eggplant,LateSeasonStage,0.8,3
2010-07-30,995.51,0.15,3.52,9.5,8.8,76.96,22.73,24.84,75.83,4995.0,1,Barley,InitialStage,0.35,0
2010-07-31,997.76,0.33,3.82,10.7,6.1,76.88,21.02,23.65,52.92,5658.0,63,Carrot,CropDevStage,0.75,0
2010-08-01,1001.93,0.28,4.85,0.0,6.71,69.5,22.93,24.69,9.42,6891.0,0,Barley,LateSeasonStage,0.45,2
2010-08-02,1000.27,0.25,5.07,0.0,6.4,77.58,23.58,25.28,0.0,7346.0,0,Cotton,LateSeasonStage,0.75,3
2010-08-03,995.94,0.23,4.69,0.0,6.29,79.88,23.73,25.42,23.04,6912.0,0,Cabbage,InitialStage,0.45,2
2010-08-04,992.75,0.22,4.35,0.3,5.61,78.04,23.37,25.6,24.04,6367.0,0,Bean,InitialStage,0.35,2
2010-08-05,992.18,0.21,4.25,0.4,8.28,78.12,23.25,24.94,25.12,6102.0,0,Barley,MidSeasonStage,1.15,3
2010-08-06,995.15,0.21,4.37,0.2,8.12,66.17,22.51,24.55,18.33,6304.0,0,Carrot,CropDevStage,0.75,3
2010-08-07,1000.67,0.2,4.3,0.0,6.03,71.79,22.5,24.56,12.88,6231.0,0,Barley,CropDevStage,0.75,3
2010-08-08,1001.97,0.18,4.73,0.0,7.17,74.04,23.01,24.83,5.0,6755.0,0,Cabbage,CropDevStage,0.75,3
2010-08-09,1001.06,0.18,4.99,0.0,6.81,74.67,23.64,25.55,11.88,7041.0,0,Grain,MidSeasonStage,1.1,3
2010-08-10,1000.41,0.17,4.5,0.0,5.91,79.75,23.77,25.86,15.12,6498.0,1,Bean,InitialStage,0.35,2
2010-08-11,1000.36,0.16,4.22,0.2,5.21,80.67,23.69,25.63,19.75,6251.0,0,Lettuce,LateSeasonStage,0.9,3
2010-08-12,999.53,0.16,3.93,0.0,6.07,78.46,23.69,25.73,32.92,5715.0,1,Carrot,CropDevStage,0.75,2
2010-08-13,999.24,0.16,4.4,0.0,4.55,75.5,24.16,25.89,16.17,6366.0,0,Cucumber,MidSeasonStage,0.9,3
2010-08-14,999.12,0.15,3.77,0.0,6.32,69.5,25.58,25.91,34.88,4758.0,0,Lettuce,InitialStage,0.45,2
2010-08-15,1001.23,0.15,4.6,0.1,7.25,74.17,25.08,26.58,16.71,6162.0,1,Lentil,LateSeasonStage,0.5,2
2010-08-16,1001.52,0.15,5.01,0.0,10.17,65.17,24.08,26.28,7.96,6836.0,0,Barley,InitialStage,0.35,2
2010-08-17,1001.56,0.15,4.47,0.0,9.65,67.54,22.48,25.07,13.83,6603.0,0,Cotton,CropDevStage,0.75,3
2010-08-18,999.91,0.15,4.38,0.0,8.85,73.04,22.33,24.97,17.96,6702.0,1,Eggplant,MidSeasonStage,1.15,3
2010-08-19,1002.12,0.14,4.54,0.0,5.92,75.42,23.4,25.8,9.79,6527.0,1,Lettuce,MidSeasonStage,1.0,3
2010-08-20,1004.85,0.14,4.74,0.0,5.18,76.79,25.01,26.67,0.33,6568.0,0,Bean,LateSeasonStage,0.9,3
2010-08-21,1004.03,0.14,4.65,0.0,4.4,75.92,26.07,27.91,4.79,6315.0,0,Cotton,InitialStage,0.45,2
2010-08-22,1000.91,0.14,4.48,0.0,6.46,68.12,26.66,28.53,9.46,5812.0,0,Cotton,MidSeasonStage,1.15,3
2010-08-23,998.9,0.14,4.31,0.0,5.74,77.0,25.62,27.79,8.83,5961.0,0,Cabbage,InitialStage,0.45,2
2010-08-24,999.45,0.14,4.09,0.0,6.4,81.25,24.58,26.81,21.25,6003.0,1,Cucumber,InitialStage,0.45,2
2010-08-25,1000.9,0.14,4.31,0.0,5.82,79.46,24.83,27.04,27.25,6172.0,1,Barley,LateSeasonStage,0.45,2
2010-08-26,1001.28,0.14,4.34,0.0,4.8,79.17,24.78,27.37,18.29,6147.0,2,Bean,MidSeasonStage,1.1,3
2010-08-27,998.82,0.14,3.67,0.0,6.7,81.71,24.51,26.57,26.79,5322.0,0,Cabbage,MidSeasonStage,1.05,3
2010-08-28,994.53,0.14,3.44,0.4,10.3,77.29,24.46,26.32,48.58,4598.0,2,Lettuce,MidSeasonStage,1.0,3
2010-08-29,995.33,0.14,4.25,0.0,6.58,60.83,24.59,26.72,26.33,5481.0,1,Cotton,InitialStage,0.45,2
2010-08-30,993.3,0.14,3.62,2.6,11.1,66.0,22.57,25.11,29.54,4834.0,0,Lettuce,CropDevStage,0.6,1
2010-08-31,994.42,0.15,5.06,0.0,11.52,45.38,21.9,24.49,15.83,6075.0,1,Eggplant,LateSeasonStage,0.8,3
2010-09-01,999.32,0.15,4.65,0.0,7.43,48.96,21.03,23.87,1.17,6312.0,0,Eggplant,MidSeasonStage,1.15,3
2010-09-02,1000.92,0.14,4.16,0.0,5.68,62.25,21.25,23.54,11.46,5865.0,0,Eggplant,InitialStage,0.45,2
2010-09-03,998.79,0.16,2.38,1.4,11.03,69.08,20.56,21.44,42.96,2207.0,1,Eggplant,LateSeasonStage,0.8,2
2010-09-04,999.46,0.16,4.46,0.0,9.62,65.17,21.75,23.63,6.5,5959.0,0,Grain,LateSeasonStage,0.65,2
2010-09-05,1000.8,0.16,3.69,0.3,5.01,78.0,22.36,24.15,12.75,5379.0,0,Cabbage,LateSeasonStage,0.9,3
2010-09-06,1000.12,0.16,3.24,0.3,5.09,77.83,22.22,23.55,37.42,4813.0,0,Carrot,CropDevStage,0.75,2
2010-09-07,998.3,0.15,4.21,0.0,6.87,69.25,22.64,24.31,41.29,5738.0,0,Eggplant,LateSeasonStage,0.8,3
2010-09-08,997.32,0.24,2.29,35.0,16.81,83.17,22.8,23.8,77.54,2624.0,1,Grain,LateSeasonStage,0.65,0
2010-09-09,1000.15,0.4,2.08,33.2,6.59,87.58,20.6,22.52,89.88,3036.0,63,Bean,LateSeasonStage,0.9,0
2010-09-10,997.56,0.4,2.39,8.9,3.52,84.42,19.03,21.45,71.96,3674.0,51,Cabbage,MidSeasonStage,1.05,0
2010-09-11,997.33,0.4,3.17,3.4,8.05,72.67,20.46,21.48,37.96,4430.0,53,Cucumber,CropDevStage,0.7,0
2010-09-12,1001.04,0.36,3.46,0.0,5.25,74.54,20.49,21.77,20.29,5059.0,0,Barley,LateSeasonStage,0.45,2
2010-09-13,1001.82,0.35,3.19,0.0,5.09,79.5,21.28,22.0,19.75,4865.0,0,Grain,MidSeasonStage,1.1,3
2010-09-14,1001.91,0.34,3.73,0.5,10.77,70.42,20.85,21.61,20.71,4847.0,1,Eggplant,InitialStage,0.45,2
2010-09-15,1002.42,0.32,3.68,0.0,6.25,73.62,20.51,21.79,2.92,5391.0,0,Carrot,MidSeasonStage,1.05,3
2010-09-16,1001.28,0.31,3.13,0.0,5.95,81.46,21.02,21.45,32.5,4747.0,0,Cucumber,InitialStage,0.45,1
2010-09-17,1001.59,0.3,2.93,0.0,7.25,80.83,21.4,21.86,51.75,4303.0,1,Bean,CropDevStage,0.7,2
2010-09-18,1000.52,0.29,2.59,0.0,6.95,83.46,21.61,22.5,45.67,3765.0,1,Grain,CropDevStage,0.75,2
2010-09-19,997.59,0.29,3.2,1.8,12.56,78.33,21.59,22.72,33.0,4781.0,0,Lentil,InitialStage,0.45,1
2010-09-20,1001.63,0.28,3.02,0.0,7.12,67.25,20.13,21.51,35.83,4184.0,1,Eggplant,InitialStage,0.45,1
2010-09-21,1003.21,0.27,2.3,0.1,5.72,71.62,19.69,20.79,42.62,3212.0,1,Lettuce,CropDevStage,0.6,1
2010-09-22,1002.59,0.26,3.18,0.0,6.17,72.21,20.7,21.68,14.96,4553.0,2,Eggplant,CropDevStage,0.75,2
2010-09-23,1001.36,0.25,3.45,0.0,5.88,69.96,20.52,21.6,2.92,5207.0,0,Grain,MidSeasonStage,1.1,3
2010-09-24,993.25,0.27,1.83,6.7,8.43,82.0,19.55,20.06,72.62,2600.0,1,Lentil,LateSeasonStage,0.5,0
2010-09-25,983.64,0.38,1.78,15.4,14.15,80.92,18.91,19.78,71.33,2152.0,53,Lentil,CropDevStage,0.75,0
2010-09-26,990.63,0.39,1.83,5.7,10.88,80.08,17.62,18.99,61.42,2634.0,51,Cotton,LateSeasonStage,0.75,0
2010-09-27,997.32,0.37,2.51,2.4,10.46,70.38,18.04,19.01,43.54,3565.0,2,Eggplant,LateSeasonStage,0.8,1
2010-09-28,999.5,0.35,2.12,0.1,5.3,73.54,17.35,18.75,50.29,3214.0,1,Eggplant,InitialStage,0.45,1
2010-09-29,999.01,0.34,2.71,0.0,5.8,76.75,16.87,18.29,30.67,4345.0,0,Cabbage,InitialStage,0.45,1
2010-09-30,1001.45,0.33,2.58,0.0,5.58,76.25,17.29,18.18,25.67,4168.0,0,Barley,MidSeasonStage,1.15,2
2010-10-01,1000.75,0.32,2.31,0.1,4.31,78.38,18.08,18.33,47.67,3736.0,1,Lentil,MidSeasonStage,1.1,2
2010-10-02,1003.25,0.32,2.52,0.0,3.94,81.92,18.55,18.9,21.75,4057.0,1,Cotton,InitialStage,0.45,1
2010-10-03,1003.11,0.31,2.68,0.0,5.22,84.42,18.43,19.19,17.21,4290.0,0,Cucumber,LateSeasonStage,0.75,2
2010-10-04,1000.05,0.3,2.57,0.0,8.45,84.71,19.58,20.0,46.96,4025.0,1,Lettuce,MidSeasonStage,1.0,2
2010-10-05,998.73,0.34,1.7,21.9,8.91,88.5,20.46,20.85,74.71,2438.0,2,Lettuce,InitialStage,0.45,0
2010-10-06,999.21,0.38,2.46,0.6,4.32,83.0,19.18,20.43,32.04,3856.0,51,Carrot,CropDevStage,0.75,2
2010-10-07,1002.37,0.35,2.89,0.0,8.15,73.83,19.54,20.13,15.12,4269.0,0,Bean,CropDevStage,0.7,2
2010-10-08,1003.64,0.34,3.24,0.0,12.27,64.42,19.21,20.16,39.92,3745.0,0,Cucumber,MidSeasonStage,0.9,2
2010-10-09,1001.78,0.32,3.4,0.0,14.11,56.54,17.4,18.99,43.12,3753.0,3,Barley,MidSeasonStage,1.15,3
2010-10-10,995.41,0.31,3.19,0.3,11.62,57.88,16.45,17.95,33.5,4201.0,0,Cabbage,LateSeasonStage,0.9,2
2010-10-11,991.47,0.4,1.28,31.9,17.72,80.54,14.96,16.44,70.75,1288.0,53,Barley,CropDevStage,0.75,0
2010-10-12,993.61,0.38,2.42,0.2,15.42,74.29,17.84,18.2,34.29,3210.0,1,Barley,MidSeasonStage,1.15,2
2010-10-13,991.3,0.42,1.14,19.2,8.25,89.46,17.0,17.89,77.92,1747.0,51,Lettuce,LateSeasonStage,0.9,0
2010-10-14,991.29,0.4,1.54,0.4,3.93,85.17,16.9,17.72,51.83,2544.0,2,Barley,LateSeasonStage,0.45,1
2010-10-15,991.78,0.39,1.65,1.8,4.75,80.25,17.0,17.65,50.54,2710.0,51,Carrot,InitialStage,0.45,1
2010-10-16,992.2,0.39,1.41,4.6,4.55,86.29,15.72,16.88,52.54,2478.0,1,Lentil,InitialStage,0.45,0
2010-10-17,993.18,0.39,1.98,1.3,6.34,81.88,15.82,16.6,31.67,3433.0,0,Carrot,MidSeasonStage,1.05,2
2010-10-18,989.59,0.37,1.89,0.4,11.88,74.04,15.45,16.09,71.75,2341.0,1,Carrot,CropDevStage,0.75,1
2010-10-19,986.09,0.38,0.95,3.1,6.55,77.38,14.81,15.41,64.0,1095.0,51,Carrot,InitialStage,0.45,0
2010-10-20,993.7,0.37,1.78,2.4,12.42,76.42,15.68,15.54,53.38,2541.0,1,Cotton,CropDevStage,0.75,1
2010-10-21,1004.35,0.37,2.12,0.0,7.1,73.42,15.71,16.2,25.12,3452.0,1,Bean,InitialStage,0.35,1
2010-10-22,1008.36,0.35,2.07,0.0,6.52,73.12,15.74,16.12,22.54,3345.0,1,Carrot,MidSeasonStage,1.05,2
2010-10-23,1005.1,0.35,1.42,0.7,5.4,84.25,15.05,15.29,53.0,2227.0,0,Grain,CropDevStage,0.75,1
2010-10-24,1000.0,0.36,1.3,1.5,5.1,87.62,15.76,15.9,77.12,2210.0,3,Cucumber,CropDevStage,0.7,1
2010-10-25,992.04,0.4,1.16,11.9,8.0,86.5,16.01,16.52,86.04,1867.0,51,Eggplant,CropDevStage,0.75,0
2010-10-26,997.13,0.41,0.83,8.1,8.8,78.75,13.12,14.18,78.79,968.0,3,Lettuce,CropDevStage,0.6,0
2010-10-27,1001.18,0.38,1.64,0.2,10.66,66.12,12.1,13.81,65.58,2278.0,3,Cucumber,InitialStage,0.45,1
2010-10-28,1004.26,0.37,1.9,0.0,6.23,69.29,11.82,13.25,7.12,3571.0,0,Cotton,MidSeasonStage,1.15,2
2010-10-29,1005.17,0.36,1.86,0.0,5.07,65.79,12.83,12.75,9.04,3543.0,1,Barley,InitialStage,0.35,1
2010-10-30,1004.19,0.35,1.55,0.0,6.78,82.46,13.77,13.42,37.17,2721.0,0,Eggplant,CropDevStage,0.75,1
2010-10-31,1000.67,0.35,1.58,1.0,12.28,78.92,17.09,16.18,68.58,2156.0,2,Barley,CropDevStage,0.75,1
2010-11-01,995.25,0.37,2.22,31.5,18.19,76.67,18.2,17.66,69.96,2232.0,2,Cotton,InitialStage,0.45,0
2010-11-02,995.44,0.41,1.14,2.3,4.21,85.42,15.31,16.13,53.04,1924.0,53,Cotton,LateSeasonStage,0.75,1
2010-11-03,1001.47,0.39,1.73,0.0,6.86,81.29,15.02,15.75,45.96,2957.0,3,Lettuce,LateSeasonStage,0.9,2
2010-11-04,1010.16,0.38,1.84,0.0,12.9,78.0,15.86,16.16,13.5,2851.0,0,Cucumber,LateSeasonStage,0.75,1
2010-11-05,1012.4,0.37,1.76,0.0,6.64,85.33,16.05,16.52,17.46,3107.0,0,Bean,MidSeasonStage,1.1,2
2010-11-06,1005.55,0.36,1.71,0.0,4.6,89.17,15.27,15.68,32.5,3097.0,0,Lentil,CropDevStage,0.75,1
2010-11-07,993.98,0.37,1.32,16.1,8.76,87.58,15.43,16.11,81.42,2124.0,2,Cucumber,InitialStage,0.45,0
2010-11-08,980.75,0.43,0.85,49.3,19.89,89.08,14.24,15.24,89.88,1246.0,63,Lentil,LateSeasonStage,0.5,0
2010-11-09,976.59,0.42,1.25,38.0,22.72,82.5,15.35,15.2,94.62,1160.0,63,Lentil,CropDevStage,0.75,0
2010-11-10,987.45,0.42,1.55,37.4,23.08,81.08,16.18,16.08,61.25,1846.0,53,Lettuce,CropDevStage,0.6,0
2010-11-11,997.14,0.42,1.12,6.0,3.9,87.79,13.39,14.62,49.67,2153.0,1,Cabbage,CropDevStage,0.75,0
2010-11-12,999.19,0.4,1.16,0.0,5.61,82.88,13.19,14.01,65.25,2089.0,2,Carrot,CropDevStage,0.75,1
2010-11-13,999.38,0.39,1.15,0.0,3.81,86.96,14.82,14.77,53.0,1938.0,2,Cabbage,MidSeasonStage,1.05,1
2010-11-14,1001.6,0.38,1.19,0.0,4.77,91.21,14.52,14.96,44.83,2155.0,2,Cucumber,LateSeasonStage,0.75,1
2010-11-15,1001.6,0.37,1.36,0.0,4.86,88.83,13.95,14.56,35.33,2584.0,2,Barley,MidSeasonStage,1.15,2
2010-11-16,997.05,0.41,0.78,20.1,11.7,83.29,14.17,14.13,77.58,755.0,2,Bean,LateSeasonStage,0.9,0
2010-11-17,992.28,0.42,0.73,14.8,8.31,87.42,11.52,12.76,80.17,1282.0,61,Lentil,CropDevStage,0.75,0
2010-11-18,997.26,0.42,0.8,22.2,10.45,87.33,13.02,13.3,89.42,1166.0,1,Lettuce,LateSeasonStage,0.9,0
2010-11-19,1004.23,0.42,1.09,8.3,6.62,83.79,13.05,13.74,62.5,2046.0,61,Eggplant,InitialStage,0.45,0
2010-11-20,1002.58,0.42,0.91,16.0,8.95,88.71,13.08,13.52,88.21,1714.0,3,Cucumber,InitialStage,0.45,0
2010-11-21,994.49,0.41,1.52,13.0,15.83,80.12,15.73,15.18,63.92,1975.0,51,Carrot,InitialStage,0.45,0
2010-11-22,986.91,0.43,1.11,38.6,11.52,83.75,12.85,13.88,78.54,1720.0,61,Barley,CropDevStage,0.75,0
2010-11-23,985.48,0.42,0.92,13.3,12.88,82.42,11.19,12.36,71.67,1815.0,3,Cabbage,MidSeasonStage,1.05,0
2010-11-24,989.79,0.42,0.9,11.0,10.35,80.33,10.41,11.57,60.42,1862.0,53,Cabbage,MidSeasonStage,1.05,0
2010-11-25,992.24,0.42,0.98,10.4,9.86,79.46,10.15,11.06,63.29,1932.0,51,Bean,MidSeasonStage,1.1,0
2010-11-26,988.56,0.41,1.38,16.2,18.8,71.58,10.63,11.1,63.62,1294.0,51,Grain,CropDevStage,0.75,0
2010-11-27,993.31,0.4,1.31,0.0,9.9,60.08,10.84,11.39,96.71,1290.0,2,Barley,CropDevStage,0.75,1
2010-11-28,984.72,0.41,1.17,16.4,17.73,82.67,13.88,13.16,77.71,1445.0,53,Eggplant,LateSeasonStage,0.8,0
2010-11-29,993.47,0.42,1.2,5.1,14.12,75.5,12.15,12.92,69.62,1661.0,53,Eggplant,InitialStage,0.45,0
2010-11-30,989.74,0.43,0.33,32.7,8.78,91.33,14.13,13.48,96.54,230.0,53,Lettuce,CropDevStage,0.6,0
2010-12-01,986.92,0.43,0.72,21.7,18.3,86.71,15.52,14.66,88.96,356.0,51,Cotton,InitialStage,0.45,0
2010-12-02,994.48,0.42,1.3,22.2,15.05,80.21,12.92,13.31,85.12,1622.0,53,Cotton,MidSeasonStage,1.15,0
2010-12-03,994.88,0.42,0.93,18.6,12.72,83.38,10.96,12.18,59.62,1636.0,61,Cotton,MidSeasonStage,1.15,0
2010-12-04,999.27,0.4,0.99,0.9,11.32,74.71,8.48,10.15,38.58,1942.0,3,Bean,InitialStage,0.35,1
2010-12-05,1006.32,0.38,1.14,0.0,6.02,69.21,8.12,9.7,41.29,2349.0,0,Bean,CropDevStage,0.7,1
2010-12-06,1000.48,0.38,0.83,2.1,12.22,76.17,12.62,11.87,94.88,706.0,3,Lettuce,InitialStage,0.45,0
2010-12-07,998.77,0.37,0.94,0.0,6.74,84.46,14.29,13.72,46.08,1646.0,2,Lettuce,LateSeasonStage,0.9,1
2010-12-08,999.48,0.37,1.15,0.0,6.55,84.46,14.7,14.27,29.67,1862.0,1,Grain,InitialStage,0.35,1
2010-12-09,996.89,0.36,0.94,0.8,9.1,89.42,14.39,14.36,43.75,1638.0,1,Cucumber,CropDevStage,0.7,1
2010-12-10,1002.5,0.36,2.29,0.0,16.69,48.83,8.49,10.87,32.88,2027.0,2,Lettuce,LateSeasonStage,0.9,2
2010-12-11,1006.32,0.35,1.38,0.0,8.98,60.29,6.75,8.84,13.29,2328.0,0,Barley,InitialStage,0.35,1
2010-12-12,993.31,0.35,0.69,0.8,5.55,81.38,8.42,9.1,48.92,1295.0,0,Bean,CropDevStage,0.7,1
2010-12-13,990.9,0.35,1.41,0.0,13.18,65.75,7.55,8.97,16.58,2192.0,1,Barley,InitialStage,0.35,1
2010-12-14,999.57,0.34,1.47,0.0,16.07,58.25,3.91,6.74,20.92,2098.0,1,Bean,MidSeasonStage,1.1,2
2010-12-15,998.34,0.34,1.22,0.0,19.58,62.33,2.53,5.02,60.58,1252.0,0,Grain,LateSeasonStage,0.65,1
2010-12-16,993.19,0.33,1.2,0.1,12.86,57.96,2.21,4.5,28.38,2174.0,0,Lentil,InitialStage,0.45,1
2010-12-17,990.1,0.36,1.0,11.1,10.12,69.33,4.11,4.49,51.67,1881.0,0,Eggplant,CropDevStage,0.75,0
2010-12-18,987.82,0.42,1.39,18.5,21.18,68.42,9.28,8.58,61.38,1790.0,61,Cabbage,LateSeasonStage,0.9,0
2010-12-19,995.59,0.39,0.81,0.3,7.77,76.12,7.9,8.08,55.33,1450.0,0,Lettuce,MidSeasonStage,1.0,1
2010-12-20,995.11,0.4,0.64,2.1,4.08,90.0,11.48,10.56,90.75,1190.0,3,Lettuce,InitialStage,0.45,0
2010-12-21,999.33,0.4,0.65,1.9,4.1,93.83,12.5,11.96,90.79,1136.0,3,Barley,CropDevStage,0.75,1
2010-12-22,997.76,0.39,0.7,1.5,10.07,85.21,13.43,12.76,85.58,995.0,51,Grain,LateSeasonStage,0.65,1
2010-12-23,989.0,0.41,1.31,18.2,18.61,80.33,14.78,13.69,63.58,1230.0,3,Cabbage,CropDevStage,0.75,0
2010-12-24,983.15,0.43,1.0,27.5,19.2,85.83,11.75,12.4,75.5,1546.0,61,Eggplant,CropDevStage,0.75,0
2010-12-25,989.41,0.42,1.08,4.6,17.15,78.96,9.46,10.55,67.12,1668.0,51,Cabbage,InitialStage,0.45,0
2010-12-26,995.02,0.43,0.68,7.9,4.65,86.62,7.22,8.67,63.71,1540.0,3,Cotton,LateSeasonStage,0.75,0
2010-12-27,1001.87,0.4,1.29,0.0,14.25,69.54,6.38,7.92,39.71,2123.0,2,Grain,MidSeasonStage,1.1,1
2010-12-28,1005.78,0.39,1.19,0.0,7.9,62.62,5.03,6.84,25.12,2178.0,3,Lentil,InitialStage,0.45,1
2010-12-29,1007.11,0.38,1.06,0.0,6.79,74.75,4.87,5.51,14.17,2125.0,0,Barley,InitialStage,0.35,1
2010-12-30,1007.38,0.38,0.95,0.0,7.6,78.79,6.99,6.67,58.83,1799.0,0,Lentil,MidSeasonStage,1.1,1
2010-12-31,1005.94,0.37,0.49,0.0,9.78,78.42,8.33,8.52,99.33,543.0,3,Bean,MidSeasonStage,1.1,1
2011-01-01,1002.41,0.37,0.85,0.0,7.95,77.04,8.49,8.95,58.38,1490.0,3,Grain,LateSeasonStage,0.65,1
2011-01-02,997.45,0.36,0.99,0.0,5.8,80.92,7.92,8.32,33.04,2099.0,2,Eggplant,LateSeasonStage,0.8,1
2011-01-03,999.59,0.36,1.47,0.0,13.89,70.12,6.82,7.36,53.83,1603.0,0,Eggplant,CropDevStage,0.75,1
2011-01-04,1003.43,0.35,1.33,0.0,10.11,58.08,6.47,7.52,73.0,1751.0,2,Lentil,InitialStage,0.45,1
2011-01-05,1003.79,0.37,0.67,3.3,5.56,83.67,7.52,7.98,63.08,1324.0,2,Grain,LateSeasonStage,0.65,0
2011-01-06,1007.12,0.38,0.76,0.1,6.18,87.58,8.78,8.48,71.38,1490.0,2,Cotton,InitialStage,0.45,1
2011-01-07,1011.18,0.38,0.76,0.3,4.83,90.12,10.22,9.33,59.46,1383.0,3,Lentil,CropDevStage,0.75,1
2011-01-08,1009.85,0.37,0.99,0.0,4.88,86.12,9.68,9.54,52.58,2069.0,3,Eggplant,LateSeasonStage,0.8,1
2011-01-09,1008.28,0.36,1.06,0.0,5.65,86.08,10.09,9.54,20.75,2191.0,1,Grain,InitialStage,0.35,1
2011-01-10,1004.46,0.36,1.13,0.1,6.92,84.88,11.47,10.7,43.08,2182.0,1,Bean,MidSeasonStage,1.1,1
2011-01-11,1001.12,0.4,0.77,10.7,5.02,90.33,10.35,10.78,71.71,1662.0,51,Eggplant,InitialStage,0.45,0
2011-01-12,1001.43,0.39,1.17,0.0,7.55,79.67,9.35,9.75,28.75,2318.0,2,Grain,MidSeasonStage,1.1,1
2011-01-13,1004.31,0.38,1.12,0.0,5.29,80.04,8.04,8.29,9.38,2381.0,0,Bean,MidSeasonStage,1.1,1
2011-01-14,1006.63,0.37,1.1,0.0,3.88,83.96,9.42,8.14,13.67,2486.0,0,Eggplant,CropDevStage,0.75,1
2011-01-15,1008.84,0.37,0.77,0.0,6.35,83.62,10.28,8.86,57.79,1311.0,3,Eggplant,LateSeasonStage,0.8,1
2011-01-16,1012.65,0.36,1.25,0.0,6.3,84.0,8.88,8.52,5.42,2589.0,0,Carrot,CropDevStage,0.75,1
2011-01-17,1012.25,0.36,1.27,0.0,4.72,79.21,9.77,8.55,13.96,2571.0,0,Grain,CropDevStage,0.75,1
2011-01-18,1009.68,0.35,1.16,0.0,3.11,85.67,10.0,8.42,16.5,2546.0,0,Lettuce,CropDevStage,0.6,1
2011-01-19,1006.25,0.35,0.75,0.0,3.03,78.71,9.36,9.01,86.17,1461.0,2,Carrot,LateSeasonStage,0.9,1
2011-01-20,998.87,0.38,0.67,9.2,4.77,86.62,9.89,9.75,95.83,1288.0,3,Lentil,CropDevStage,0.75,0
2011-01-21,996.69,0.42,0.8,8.8,6.82,85.79,8.64,9.32,71.0,1748.0,53,Cotton,LateSeasonStage,0.75,0
2011-01-22,993.8,0.41,0.47,16.6,11.16,85.12,6.0,7.46,99.67,597.0,51,Eggplant,LateSeasonStage,0.8,0
2011-01-23,998.53,0.4,0.57,1.3,6.13,77.08,5.76,7.05,99.96,1090.0,3,Cucumber,LateSeasonStage,0.75,1
2011-01-24,1001.65,0.39,1.13,0.0,7.71,72.38,4.81,6.41,34.5,2812.0,2,Cotton,MidSeasonStage,1.15,1
2011-01-25,1001.89,0.38,1.21,0.0,5.79,67.12,5.11,5.39,16.04,2838.0,0,Lentil,LateSeasonStage,0.5,1
2011-01-26,997.15,0.4,0.96,5.0,5.78,85.12,6.18,5.95,65.62,2223.0,51,Carrot,MidSeasonStage,1.05,0
2011-01-27,992.8,0.39,1.45,0.3,14.7,77.46,7.68,7.8,46.75,2259.0,51,Barley,InitialStage,0.35,1
2011-01-28,992.9,0.38,1.57,0.8,17.65,71.62,9.3,9.26,69.79,2057.0,1,Grain,InitialStage,0.35,1
2011-01-29,998.73,0.37,1.46,0.0,14.37,71.71,9.2,9.58,67.83,2342.0,2,Bean,InitialStage,0.35,1
2011-01-30,997.45,0.41,0.71,16.2,7.53,88.79,8.64,9.18,81.12,1287.0,51,Cotton,InitialStage,0.45,0
2011-01-31,1000.65,0.41,1.29,1.0,9.61,79.92,9.31,9.62,56.42,2426.0,53,Eggplant,CropDevStage,0.75,1
2011-02-01,1000.47,0.39,1.84,0.0,23.42,68.71,9.72,9.94,58.08,1964.0,2,Carrot,InitialStage,0.45,1
